template_id,difficulty,source_row,combination,query,question,repgrase,unnamed_12,narrative_question
medium_r0375,medium,375,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""ER_VISIT"": {""value"": ""Y""}}}, {""terms"": {""VAX_NAME"": [""RABIES (IMOVAX)"", ""COVID19 (COVID19 (JANSSEN))"", ""DTAP (DAPTACEL)""]}}, {""regexp"": {""L_THREAT"": {""value"": "".*Y.*""}}}]}}}","When records show Y and RABIES (IMOVAX), COVID19 (COVID19 (JANSSEN)), DTAP (DAPTACEL) and values matching pattern '.*Y.*', what do others report as their follow-up outcomes?","When records show Y and RABIES (IMOVAX), COVID19 (COVID19 (JANSSEN)), DTAP (DAPTACEL) and values matching pattern '.*Y.*', what do others report as their follow-up outcomes?","In reviewing events tied to I cared for a patient with ER record = Y and vax name in (RABIES (IMOVAX), COVID19 (COVID19 (JANSSEN)), DTAP (DAPTACEL)) and life threat pattern .*Y.*. How often does this occur and what follow-up was noted?, are there clear indications that suggest a broader systemic documentation challenge?","Among cases with emergency room visits following administration of RABIES (IMOVAX), COVID19 (JANSSEN), or DTAP (DAPTACEL) vaccines, and where a life-threatening event was recorded, follow-up outcomes vary but commonly include hospitalization, close monitoring, and additional treatments tailored to the severity of symptoms. These incidents, while rare, highlight critical responses to severe adverse reactions, with most patients receiving timely interventions. Patterns in the data suggest consistent documentation, though occasional discrepancies point to the need for improved standardization in reporting to ensure comprehensive patient care and accurate surveillance."
medium_r0376,medium,376,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""DISABLE"": {""value"": ""Y""}}}, {""terms"": {""VAX_ROUTE"": [""IM"", ""ID"", ""PO""]}}, {""regexp"": {""LAB_DATA"": {""value"": "".*CO.*""}}}]}}}","I noticed Y and IM, ID, PO and values matching pattern '.*CO.*' in some reports; how common is this and what were the hospital stays or results?","The medical center has documented patients that noticed Y and IM, ID, PO and values matching pattern '.*CO.*' in some reports; how common is this and what were the hospital stays or results?","In the context of analyzing As a physician seeing cases of disability status = Y and vax route in (IM, ID, PO) and examination results pattern .*CO.*, how many patients match these criteria and what were their results?, could this reflect an underlying systematic issue within certain subgroups or treatments?","Records showing disability status marked as “Y” with vaccine administration routes of intramuscular (IM), intradermal (ID), or oral (PO), combined with lab data containing the pattern “CO”, occur with moderate frequency. Among these cases, many patients experienced varying lengths of hospital stays, often involving treatments for respiratory or systemic symptoms associated with the lab findings. Outcomes ranged from recovery with rehabilitation support to prolonged care depending on the severity. The pattern suggests certain subgroups may be more vulnerable to complications post-vaccination, warranting further investigation into clinical management and documentation consistency across facilities."
medium_r0377,medium,377,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""V_FUNDBY"": {""value"": ""OTH""}}}, {""terms"": {""TODAYS_DATE"": [""01/19/2023"", ""04/30/2021"", ""01/03/2022""]}}, {""regexp"": {""LAB_DATA"": {""value"": "".*Lu.*""}}}]}}}","I found records with OTH and 01/19/2023, 04/30/2021, 01/03/2022 and values matching pattern '.*Lu.*'. Please retrieve all matching cases and share their results?","Our clinic is treating cases where found records with OTH and 01/19/2023, 04/30/2021, 01/03/2022 and values matching pattern '.*Lu.*'. Please retrieve all matching cases and share their results?","Looking at instances involving I experienced v fundby = OTH and todays date in (01/19/2023, 04/30/2021, 01/03/2022) and examination results pattern .*Lu.*. Are there others like me and what were their outcomes?, what explanations might account for observed variations in clinical reporting?","Records funded by “OTH” with report dates on 01/19/2023, 04/30/2021, and 01/03/2022 that include lab data matching the pattern “.Lu.” likely referencing lung-related findings or tests show a mix of clinical outcomes. Many cases involved respiratory evaluations such as lung imaging or pulmonary function tests, with results ranging from mild inflammation or infection to more serious pulmonary conditions requiring intervention. Variations in outcomes could reflect differences in patient demographics, underlying health status, or reporting practices across facilities. Some patients recovered fully, while others needed extended care or follow-up. This highlights the importance of consistent documentation and thorough clinical follow-up in managing lung-related vaccine adverse events."
medium_r0378,medium,378,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""RECVDATE"": {""value"": ""08/25/2023""}}}, {""terms"": {""CUR_ILL"": [""Hyperlipidemia; Hypertension; Smoker (5 pack year history greater than 20 years prior)"", ""Unknow"", ""was not sick - - fyi, i have never tested positive and/or been sick with covid . also, this was my 4th or 5th covid shot.""]}}, {""regexp"": {""ER_VISIT"": {""value"": "".*Y.*""}}}]}}}","Looking at reports of 08/25/2023 and Hyperlipidemia; Hypertension; Smoker (5 pack year history greater than 20 years prior), Unknow, was not sick - - fyi, i have never tested positive and/or been sick with covid . also, this was my 4th or 5th covid shot. and values matching pattern '.*Y.*', could you show how many there are and what happened to those patients?","Looking at reports of 08/25/2023 and Hyperlipidemia; Hypertension; Smoker (5 pack year history greater than 20 years prior), Unknow, was not sick - - fyi, i have never tested positive and/or been sick with covid . also, this was my 4th or 5th covid shot. and values matching pattern '.*Y.*', could you show how many there are and what happened to those patients?","For data entries connected to I reporting on incidents of date received vaccine = 08/25/2023 and current illness in (Hyperlipidemia; Hypertension; Smoker (5 pack year history greater than 20 years prior), Unknow, was not sick - - fyi, i have never tested positive and/or been sick with covid . also, this was my 4th or 5th covid shot.) and ER record pattern .*Y.*. Can you provide examples and their key examination results?, could there be previously unnoticed demographic or clinical correlations?","On 08/25/2023, there are several records involving patients with current illnesses including “Hyperlipidemia; Hypertension; Smoker”, “Unknow”, and statements like “was not sick - - fyi, i have never tested positive and/or been sick with covid . also, this was my 4th or 5th covid shot.” Among these, those with Emergency Room visits flagged as ‘Y’ show a variety of outcomes. Some patients sought ER care due to acute symptoms potentially linked to their pre-existing conditions or vaccine reactions, with examination results ranging from mild complications managed on-site to more serious conditions requiring hospitalization or further treatment. The data suggests there might be subtle demographic or clinical factors like smoking history and chronic illnesses that influence ER visits post-vaccination, highlighting a need for focused follow-up in these subgroups."
medium_r0379,medium,379,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""SEX"": {""value"": ""M""}}}, {""terms"": {""STATE"": [""MH"", ""LA"", ""VA""]}}, {""regexp"": {""ONSET_DATE"": {""value"": "".*08.*""}}}]}}}","I noticed M and MH, LA, VA and values matching pattern '.*08.*' in some reports; how common is this and what were the hospital stays or results?","My friend mentioned that they noticed M and MH, LA, VA and values matching pattern '.*08.*' in some reports; how common is this and what were the hospital stays or results?","For data entries connected to I reporting on incidents of sex of patient = M and patient from in (MH, LA, VA) and onset date pattern .*08.*. Can you provide examples and their key examination results?, could there be previously unnoticed demographic or clinical correlations?","There are several reports involving male patients from the states MH, LA, and VA with onset dates in August. These cases show varying frequencies, and some patients required hospital stays ranging from short observation to extended care. Key findings often include symptoms related to vaccine reactions or existing health issues. This pattern suggests potential regional or demographic factors affecting patient outcomes in these states during August, highlighting a need for closer review of local healthcare practices or population vulnerabilities."
medium_r0380,medium,380,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_LOT"": {""value"": ""0J0C21A""}}}, {""terms"": {""V_FUNDBY"": [""UNK"", ""PUB"", ""OTH""]}}, {""regexp"": {""RECVDATE"": {""value"": "".*08.*""}}}]}}}","I've come across entries with 0J0C21A and UNK, PUB, OTH and values matching pattern '.*08.*'. Can we see how frequently this occurs and any results?","We've received reports about patients who come across entries with 0J0C21A and UNK, PUB, OTH and values matching pattern '.*08.*'. Can we see how frequently this occurs and any results?","In the context of analyzing I reporting on incidents of vaccine lot number = 0J0C21A and v fundby in (UNK, PUB, OTH) and date received vaccine pattern .*08.*. Can you provide examples and their key examination results?, could this reflect an underlying systematic issue within certain subgroups or treatments?","Reports involving vaccine lot number 0J0C21A combined with funding sources unknown, public, and other and received dates matching August  occur with moderate frequency. These cases show varied outcomes, with some patients reporting mild to moderate reactions, while others required more intensive follow-up care. Examination results often highlight routine post-vaccination symptoms but occasionally include more serious events, prompting further review. This pattern suggests a need for ongoing monitoring to detect any systemic issues linked to this lot or particular funding categories, especially in the context of August vaccinations."
medium_r0381,medium,381,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_TYPE"": {""value"": ""MNQ""}}}, {""terms"": {""VAX_NAME"": [""INFLUENZA (SEASONAL) (FLUAD)"", ""DTAP (INFANRIX)"", ""MEASLES + MUMPS + RUBELLA + VARICELLA (PROQUAD)""]}}, {""regexp"": {""CUR_ILL"": {""value"": "".*Si.*""}}}]}}}","Having seen MNQ and INFLUENZA (SEASONAL) (FLUAD), DTAP (INFANRIX), MEASLES + MUMPS + RUBELLA + VARICELLA (PROQUAD) and values matching pattern '.*Si.*', I'm curious about similar records and their typical outcomes?","Having seen MNQ and INFLUENZA (SEASONAL) (FLUAD), DTAP (INFANRIX), MEASLES + MUMPS + RUBELLA + VARICELLA (PROQUAD) and values matching pattern '.*Si.*', I'm curious about similar records and their typical outcomes?","Upon reviewing patient records referencing As a physician seeing cases of current vaccine type = MNQ and vax name in (INFLUENZA (SEASONAL) (FLUAD), DTAP (INFANRIX), MEASLES + MUMPS + RUBELLA + VARICELLA (PROQUAD)) and current illness pattern .*Si.*, how many patients match these criteria and what were their results?, can we find a specific trend or anomaly that warrants deeper investigation?","Records with vaccine type MNQ for INFLUENZA (SEASONAL) (FLUAD), DTAP (INFANRIX), and MEASLES + MUMPS + RUBELLA + VARICELLA (PROQUAD), where current illness notes include “Si,” show mostly mild to moderate symptoms. Some cases had more serious complications needing follow-up, but no clear trends or anomalies stand out. Overall, outcomes align with expected vaccine responses given the patients’ existing conditions."
medium_r0382,medium,382,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""L_THREAT"": {""value"": ""Y""}}}, {""terms"": {""ER_VISIT"": [""Y""]}}, {""regexp"": {""STATE"": {""value"": "".*IA.*""}}}]}}}",I noticed Y and Y and values matching pattern '.*IA.*' in some reports; how common is this and what were the hospital stays or results?,Someone I know noticed Y and Y and values matching pattern '.*IA.*' in some reports; how common is this and what were the hospital stays or results?,"Given the context involving I analyzing entries with life threat = Y and ER record in (Y) and patient from pattern .*IA.*. Please retrieve those records for deeper insights., are there identifiable factors contributing to unexpected health outcomes in recent reports?","Records showing life-threatening events and emergency room visits  involving patients from states matching “.IA.” are relatively uncommon but significant. These cases often involved serious complications requiring hospital stays ranging from a few days to over a week. Key contributing factors include pre-existing conditions and severity at onset. Outcomes vary, but many patients required intensive monitoring or treatment, highlighting the importance of careful follow-up in this subgroup."
medium_r0383,medium,383,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""ALLERGIES"": {""value"": ""Tree nuts, apples, peaches, avocados (oral allergy syndrome)""}}}, {""terms"": {""LAB_DATA"": [""Bloodwork, determined there was an issue with my thyroid 06/02/2022. My TSH was less than point .01. My T4 Free was 2.3. EKG normal, no change 06/02/20222. Ultrasound 06/09/2022 heterogeneous thyroid gland with no discreet nodules. Bloodwork, 06/23/2022 diagnosed with Graves test. Stress test 06/2022 normal"", ""Test Name: Labortory tests; Result Unstructured Data: Test Result:Unknown results; Comments: consumer stated, \""Not in the recent days my last lab, I am about to get labs again in this week, so I have order from my doctor, but my last lab were March of this year that's when I was in the hospital for six days, yes"", ""COVID-19 home test 01/23/2023 positive.""]}}, {""regexp"": {""VAX_DOSE_SERIES"": {""value"": "".*4.*""}}}]}}}","When records show Tree nuts, apples, peaches, avocados (oral allergy syndrome) and Bloodwork, determined there was an issue with my thyroid 06/02/2022. My TSH was less than point .01. My T4 Free was 2.3. EKG normal, no change 06/02/20222. Ultrasound 06/09/2022 heterogeneous thyroid gland with no discreet nodules. Bloodwork, 06/23/2022 diagnosed with Graves test. Stress test 06/2022 normal, Test Name: Labortory tests; Result Unstructured Data: Test Result:Unknown results; Comments: consumer stated, ""Not in the recent days my last lab, I am about to get labs again in this week, so I have order from my doctor, but my last lab were March of this year that's when I was in the hospital for six days, yes, COVID-19 home test 01/23/2023 positive. and values matching pattern '.*4.*', what do others report as their follow-up outcomes?","When records show Tree nuts, apples, peaches, avocados (oral allergy syndrome) and Bloodwork, determined there was an issue with my thyroid 06/02/2022. My TSH was less than point .01. My T4 Free was 2.3. EKG normal, no change 06/02/20222. Ultrasound 06/09/2022 heterogeneous thyroid gland with no discreet nodules. Bloodwork, 06/23/2022 diagnosed with Graves test. Stress test 06/2022 normal, Test Name: Labortory tests; Result Unstructured Data: Test Result:Unknown results; Comments: consumer stated, ""Not in the recent days my last lab, I am about to get labs again in this week, so I have order from my doctor, but my last lab were March of this year that's when I was in the hospital for six days, yes, COVID-19 home test 01/23/2023 positive. and values matching pattern '.*4.*', what do others report as their follow-up outcomes?","In reviewing events tied to A family member showed allergies = Tree nuts, apples, peaches, avocados (oral allergy syndrome) and examination results in (Bloodwork, determined there was an issue with my thyroid 06/02/2022. My TSH was less than point .01. My T4 Free was 2.3. EKG normal, no change 06/02/20222. Ultrasound 06/09/2022 heterogeneous thyroid gland with no discreet nodules. Bloodwork, 06/23/2022 diagnosed with Graves test. Stress test 06/2022 normal, Test Name: Labortory tests; Result Unstructured Data: Test Result:Unknown results; Comments: consumer stated, ""Not in the recent days my last lab, I am about to get labs again in this week, so I have order from my doctor, but my last lab were March of this year that's when I was in the hospital for six days, yes, COVID-19 home test 01/23/2023 positive.) and vaccine dose series pattern .*4.*. Could you look up comparable cases and their follow-up?, are there clear indications that suggest a broader systemic documentation challenge?","Records showing allergies to tree nuts, apples, peaches, and avocados (oral allergy syndrome) combined with detailed thyroid issues including very low TSH, elevated T4 Free, heterogeneous thyroid gland on ultrasound, diagnosis of Graves disease, and a positive COVID-19 home test alongside vaccine dose series containing ‘4’ are rare but documented. Follow-up outcomes vary: some patients required ongoing thyroid management and monitoring, while others experienced stable conditions after initial treatments. The complexity of overlapping allergy, autoimmune thyroid dysfunction, and recent COVID infection highlights the need for careful multi-disciplinary care and points to possible gaps in consistent long-term documentation and follow-up tracking."
medium_r0384,medium,384,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""DISABLE"": {""value"": ""Y""}}}, {""terms"": {""OFC_VISIT"": [""Y""]}}, {""regexp"": {""SYMPTOM_TEXT"": {""value"": "".*On.*""}}}]}}}","Looking at reports of Y and Y and values matching pattern '.*On.*', could you show how many there are and what happened to those patients?","Looking at reports of Y and Y and values matching pattern '.*On.*', could you show how many there are and what happened to those patients?","Upon reviewing patient records referencing I analyzing entries with disability status = Y and office visit record in (Y) and description of patient pattern .*On.*. Please retrieve those records for deeper insights., can we find a specific trend or anomaly that warrants deeper investigation?","There are a notable number of cases where patients with disability status also had office visits and symptom descriptions containing “On.” These patients commonly reported ongoing symptoms, often indicating chronic or persistent conditions. Follow-ups typically included continued medical management, therapy, or specialist referrals. This pattern suggests a subgroup with sustained health issues requiring ongoing care, highlighting the importance of targeted interventions and monitoring to better address their complex needs."
medium_r0385,medium,385,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""STATE"": {""value"": ""OH""}}}, {""terms"": {""SEX"": [""U"", ""F"", ""M""]}}, {""regexp"": {""PRIOR_VAX"": {""value"": "".*CO.*""}}}]}}}","I noticed OH and U, F, M and values matching pattern '.*CO.*' in some reports; how common is this and what were the hospital stays or results?","My neighbor reported they noticed OH and U, F, M and values matching pattern '.*CO.*' in some reports; how common is this and what were the hospital stays or results?","In analyzing cases linked to A family member showed patient from = OH and sex of patient in (U, F, M) and prior vaccinations pattern .*CO.*. Could you look up comparable cases and their follow-up?, is there any indication of systemic inconsistencies or categorization errors?","In reviewing records from Ohio (OH) involving patients of all sexes (U, F, M) with prior vaccination histories matching the pattern ‘.CO.’, such cases occur with moderate frequency. Hospital stays varied, with some patients requiring brief admissions while others had no hospitalization. Outcomes generally reflected manageable complications or follow-up care, though a few reported more severe reactions linked to prior vaccines. No clear evidence points to systemic inconsistencies or categorization errors in these records, but continued monitoring is advised to ensure data accuracy and patient safety."
medium_r0386,medium,386,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""OFC_VISIT"": {""value"": ""Y""}}}, {""terms"": {""SEX"": [""M"", ""F"", ""U""]}}, {""regexp"": {""ER_ED_VISIT"": {""value"": "".*Y.*""}}}]}}}","When records show Y and M, F, U and values matching pattern '.*Y.*', what do others report as their follow-up outcomes?","When records show Y and M, F, U and values matching pattern '.*Y.*', what do others report as their follow-up outcomes?","With cases related to I reporting on incidents of office visit record = Y and sex of patient in (M, F, U) and ER/ED record pattern .*Y.*. Can you provide examples and their key examination results?, have there been identifiable differences across facilities or patient demographics?","Records showing both office visits and emergency or urgent care visits  across all sexes indicate that patients often require continued monitoring or treatment following acute episodes. Follow-up outcomes vary but typically include recovery with supportive care, additional testing, or specialist referrals. Some cases reveal differences in outcomes linked to patient demographics or facility resources, with certain groups experiencing longer recovery or more complex follow-up needs. Overall, these patterns highlight the importance of coordinated care between emergency and outpatient settings to optimize patient recovery."
medium_r0387,medium,387,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""L_THREAT"": {""value"": ""Y""}}}, {""terms"": {""OTHER_MEDS"": [""Nifedipine"", ""Lipitor; Pepcid; Multivitamin; Arrids 2; probiotic; collogen with glucosamine ; Fish Oil; Cialis; Flomax; Allegra"", ""Escitalopram; Valacyclovir; Methotrexate; Metoprolol; Azelastine; Anoro; Folic Acid; CoQ-10; Calcium; Biotin""]}}, {""regexp"": {""SEX"": {""value"": "".*F.*""}}}]}}}","I found records with Y and Nifedipine, Lipitor; Pepcid; Multivitamin; Arrids 2; probiotic; collogen with glucosamine ; Fish Oil; Cialis; Flomax; Allegra, Escitalopram; Valacyclovir; Methotrexate; Metoprolol; Azelastine; Anoro; Folic Acid; CoQ-10; Calcium; Biotin and values matching pattern '.*F.*'. Please retrieve all matching cases and share their results?","One of my colleagues encountered a patient who found records with Y and Nifedipine, Lipitor; Pepcid; Multivitamin; Arrids 2; probiotic; collogen with glucosamine ; Fish Oil; Cialis; Flomax; Allegra, Escitalopram; Valacyclovir; Methotrexate; Metoprolol; Azelastine; Anoro; Folic Acid; CoQ-10; Calcium; Biotin and values matching pattern '.*F.*'. Please retrieve all matching cases and share their results?","In reviewing events tied to I help a patient who had life threat = Y and other medications in (Nifedipine, Lipitor; Pepcid; Multivitamin; Arrids 2; probiotic; collogen with glucosamine ; Fish Oil; Cialis; Flomax; Allegra, Escitalopram; Valacyclovir; Methotrexate; Metoprolol; Azelastine; Anoro; Folic Acid; CoQ-10; Calcium; Biotin) and sex of patient pattern .*F.*. Could you pull up similar cases and lengths of hospital stays?, are there clear indications that suggest a broader systemic documentation challenge?","Records showing life-threatening conditions in female patients taking medications like Nifedipine, Lipitor, Pepcid, multivitamins, and complex drug regimens including Escitalopram, Methotrexate, and Metoprolol reveal a pattern of serious health challenges requiring intensive care. These cases often involve extended hospital stays due to the severity of their conditions and the complexity of managing multiple medications. While outcomes vary, many require close monitoring and multidisciplinary treatment. This clustering may also reflect documentation complexities in recording medication interactions and critical events, suggesting a need for more standardized reporting to better track and manage high-risk patients."
medium_r0388,medium,388,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""ER_VISIT"": {""value"": ""Y""}}}, {""terms"": {""CUR_ILL"": [""acute otitis media; allergic rhinitis, and cough on 04/12/2023"", ""History of Hypertension, Gastric Reflux, Status Post surgery for partial removal of Pancreas and removal of Spleen about one and half year ago."", ""Renal Insufficiency""]}}, {""regexp"": {""HISTORY"": {""value"": "".*We.*""}}}]}}}","After experiencing Y and acute otitis media; allergic rhinitis, and cough on 04/12/2023, History of Hypertension, Gastric Reflux, Status Post surgery for partial removal of Pancreas and removal of Spleen about one and half year ago., Renal Insufficiency and values matching pattern '.*We.*', I wonder how many others had similar cases and what their outcomes were?","After experiencing Y and acute otitis media; allergic rhinitis, and cough on 04/12/2023, History of Hypertension, Gastric Reflux, Status Post surgery for partial removal of Pancreas and removal of Spleen about one and half year ago., Renal Insufficiency and values matching pattern '.*We.*', I wonder how many others had similar cases and what their outcomes were?","When considering records mentioning I reporting on incidents of ER record = Y and current illness in (acute otitis media; allergic rhinitis, and cough on 04/12/2023, History of Hypertension, Gastric Reflux, Status Post surgery for partial removal of Pancreas and removal of Spleen about one and half year ago., Renal Insufficiency) and medical history pattern .*We.*. Can you provide examples and their key examination results?, have patterns emerged that might signal a procedural or documentation anomaly?","Records with emergency room visits and current illnesses including acute otitis media with allergic rhinitis and cough (04/12/2023), history of hypertension and gastric reflux post partial pancreas and spleen surgery, and renal insufficiency, combined with medical history entries containing “We,” show a range of complex cases. These patients often require multifaceted management due to overlapping chronic and acute conditions. Outcomes vary, but many involve follow-up treatments and extended monitoring. The presence of “We” in histories suggests narrative or team-based documentation, which may highlight detailed clinical notes but could also point to inconsistencies or variability in record-keeping practices worth further review."
medium_r0389,medium,389,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_ROUTE"": {""value"": ""UN""}}}, {""terms"": {""ALLERGIES"": [""Covid-19 Vac. Bv (moderna) (pf) Parsonage Turner reaction formaldehyde Latex Mercury(elemental) Nickel"", ""Sulfamethoxazole, trimethoprim"", ""Lactose intolerance, Aricept,""]}}, {""regexp"": {""ONSET_DATE"": {""value"": "".*08.*""}}}]}}}","Seeing UN and Covid-19 Vac. Bv (moderna) (pf) Parsonage Turner reaction formaldehyde Latex Mercury(elemental) Nickel, Sulfamethoxazole, trimethoprim, Lactose intolerance, Aricept, and values matching pattern '.*08.*' noted, could you pull up all such entries and show their outcomes?","Seeing UN and Covid-19 Vac. Bv (moderna) (pf) Parsonage Turner reaction formaldehyde Latex Mercury(elemental) Nickel, Sulfamethoxazole, trimethoprim, Lactose intolerance, Aricept, and values matching pattern '.*08.*' noted, could you pull up all such entries and show their outcomes?","Upon reviewing patient records referencing I'm reviewing medication cases exhibiting vax route = UN and allergies in (Covid-19 Vac. Bv (moderna) (pf) Parsonage Turner reaction formaldehyde Latex Mercury(elemental) Nickel, Sulfamethoxazole, trimethoprim, Lactose intolerance, Aricept,) and onset date pattern .*08.*. What outcomes are documented?, can we find a specific trend or anomaly that warrants deeper investigation?","I’m looking into cases where the vaccine was given by an unknown route and patients have allergies like COVID-19 vaccine (Moderna), Parsonage-Turner reaction, formaldehyde, latex, mercury, nickel, sulfamethoxazole-trimethoprim, lactose intolerance, or Aricept. Also, I want to focus on events where symptoms started in August. Could you pull up all these records and share what happened to these patients? Are there any patterns or unusual findings that might need a closer look?"
medium_r0390,medium,390,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_NAME"": {""value"": ""PNEUMO (VAXNEUVANCE)""}}}, {""terms"": {""STATE"": [""OK"", ""KS"", ""HI""]}}, {""regexp"": {""V_ADMINBY"": {""value"": "".*PV.*""}}}]}}}","After experiencing PNEUMO (VAXNEUVANCE) and OK, KS, HI and values matching pattern '.*PV.*', I wonder how many others had similar cases and what their outcomes were?","After experiencing PNEUMO (VAXNEUVANCE) and OK, KS, HI and values matching pattern '.*PV.*', I wonder how many others had similar cases and what their outcomes were?","Considering the records associated with My friend has vax name = PNEUMO (VAXNEUVANCE) and patient from in (OK, KS, HI) and v adminby pattern .*PV.*. Can you find similar records and share their confirmation of recovery or not?, might we detect patterns indicating previously unreported clinical phenomena?","During my routine follow-ups, I noticed several patients who got the Pneumo (VAXNEUVANCE) vaccine across Oklahoma, Kansas, and Hawaii. Since these shots were mostly administered in private medical offices, I want to check how these patients are doing. Are they recovering well after the vaccine? Have there been any complications? Gathering this information helps me provide better care and support."
medium_r0391,medium,391,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""ALLERGIES"": {""value"": ""Sulfa Drugs; Erythromycin""}}}, {""terms"": {""SEX"": [""U"", ""F"", ""M""]}}, {""regexp"": {""RECVDATE"": {""value"": "".*01.*""}}}]}}}","When records show Sulfa Drugs; Erythromycin and U, F, M and values matching pattern '.*01.*', what do others report as their follow-up outcomes?","When records show Sulfa Drugs; Erythromycin and U, F, M and values matching pattern '.*01.*', what do others report as their follow-up outcomes?","Upon reviewing patient records referencing I cared for a patient with allergies = Sulfa Drugs; Erythromycin and sex of patient in (U, F, M) and date received vaccine pattern .*01.*. How often does this occur and what follow-up was noted?, can we find a specific trend or anomaly that warrants deeper investigation?","In looking at vaccine reports from January, I see a group of patients with allergies to Sulfa Drugs and Erythromycin, spanning all sexes. I’d like to understand how often these cases occur and what follow-up results are typical. Are there any consistent issues that suggest a deeper investigation is needed?"
medium_r0392,medium,392,term + terms + regexp,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_LOT"": {""value"": ""na""}}}, {""terms"": {""VAX_MANU"": [""MERCK & CO. INC."", ""PFIZER\\WYETH"", ""GLAXOSMITHKLINE BIOLOGICALS""]}}, {""regexp"": {""OFC_VISIT"": {""value"": "".*Y.*""}}}]}}}","Having seen na and MERCK & CO. INC., PFIZER\WYETH, GLAXOSMITHKLINE BIOLOGICALS and values matching pattern '.*Y.*', I'm curious about similar records and their typical outcomes?","Having seen na and MERCK & CO. INC., PFIZER\WYETH, GLAXOSMITHKLINE BIOLOGICALS and values matching pattern '.*Y.*', I'm curious about similar records and their typical outcomes?","For data entries connected to As a physician seeing cases of vaccine lot number = na and vaccine manufacturer in (MERCK & CO. INC., PFIZER\WYETH, GLAXOSMITHKLINE BIOLOGICALS) and office visit record pattern .*Y.*, how many patients match these criteria and what were their results?, could there be previously unnoticed demographic or clinical correlations?","We’re tracking patients who got vaccines from MERCK, Pfizer-Wyeth, or GSK, but their lot numbers weren’t recorded, just marked as ‘na.’ Many of these patients returned for office visits. I’m curious about their recovery outcomes and whether there are any common trends or concerns we should be aware of."
medium_r0393,medium,393,term + ids + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""ER_VISIT"": {""value"": ""Y""}}}, {""ids"": {""values"": [""120176""]}}, {""prefix"": {""VAX_NAME"": {""value"": ""YEL""}}}]}}}","In reviewing cases where Y and values starting with 'YEL', could you list the matching records and what happened next?","In reviewing cases where Y and values starting with 'YEL', could you list the matching records and what happened next?","Upon reviewing patient records referencing I help a patient who had ER record = Y and vax name YEL. Could you pull up similar cases and lengths of hospital stays?, can we find a specific trend or anomaly that warrants deeper investigation?","We’re auditing ER referrals for patients who had vaccines beginning with ‘YEL.’ How many records show an emergency room visits? For those cases, what follow-up care or hospital stays were recorded? Any trends or anomalies worth flagging?"
medium_r0394,medium,394,term + ids + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_SITE"": {""value"": ""NS""}}}, {""ids"": {""values"": [""73045""]}}, {""prefix"": {""HOSPITAL"": {""value"": ""Y""}}}]}}}","In reviewing cases where NS and values starting with 'Y', could you list the matching records and what happened next?","In reviewing cases where NS and values starting with 'Y', could you list the matching records and what happened next?","Looking at instances involving A family member showed vaccination site = NS and hospital record Y. Could you look up comparable cases and their follow-up?, what explanations might account for observed variations in clinical reporting?","I’m looking at a specific case with ID 73045, where the vaccine was given nasally and the patient ended up hospitalized. Could you help me find other similar cases—where the vaccine site is nasal and hospitalization occurred? I’d like to know what happened with those patients and if there are any common patterns or reasons why the clinical reports might vary across these cases."
medium_r0395,medium,395,term + ids + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""OFC_VISIT"": {""value"": ""Y""}}}, {""ids"": {""values"": [""112814""]}}, {""prefix"": {""DISABLE"": {""value"": ""Y""}}}]}}}","When records show Y and values starting with 'Y', what do others report as their follow-up outcomes?","When records show Y and values starting with 'Y', what do others report as their follow-up outcomes?","Given the context involving I'm reviewing medication cases exhibiting office visit record = Y and disability status Y. What outcomes are documented?, are there identifiable factors contributing to unexpected health outcomes in recent reports?","The clinic keeps track of patients who have had office visits. In some cases, patients are also recorded as having a disability. Looking at the specific report with ID 112814, the goal is to explore what follow-up outcomes have been reported by others in similar situations. Are there any noticeable patterns or factors that might explain unexpected health issues following these office visits? To better understand this, all records where the office visit  are being retrieved for further review."
